x y
38.3523094840987 -96.4657939482417
-18.6651219461877 15.4504567511074
-60.5861377657504 -81.4011466039909
33.2890739868257 -20.2287787247576
62.0662710991257 -21.0023840328423
52.6736074232492 -16.563694331979
-64.8905556989925 48.8259195047938
-60.69455992167 46.4121185525335
24.5380166299349 -71.1570368409011
-11.4111644596134 101.976066372111
31.4771883915531 -9.36903485074921
-8.17967016063765 56.9164870954732
-69.8732520440337 -40.8624703993999
-9.07184795073325 5.64387726168677
60.2687195336068 11.3442628680826
24.1859557558898 -75.75534316144
-27.2386551311005 57.6786693743348
-45.1500947730294 -75.2842622314779
-41.2788682895698 -66.4260834750885
52.3045558759368 -25.6054641876193
-13.7532714616425 26.9611094251051
28.9560941556945 -61.8160097751274
-36.9430632779575 13.3759625723856
-25.147370983859 -3.33319767582823
-18.9930305403786 9.37613828192934
-73.1612311768588 -42.7409081000346
-40.9840446534926 -0.480459375304999
-36.0702103299374 67.5203614141312
20.1193045885514 21.2672203729997
18.2290245050573 -74.8501494153108
-43.7840952250063 25.5430484116936
11.0918037472946 58.550485679324
9.14727331148261 -74.5034499555869
-16.3455184710392 58.6342739757659
10.6214607095606 -71.0183193667966
-85.9317679256918 -18.8462094404818
1.48132931095591 68.5567058074584
-39.9449935189847 19.6616455608798
-14.4500838906936 20.3517514206886
-60.1216427558683 51.2018960985939
-25.19702225367 -3.28721319323317
-86.4979195628975 14.1535198168341
53.3821653637541 -10.4582472922817
54.6217566145819 -20.4095302001798
-33.6434935299677 -70.7769330536178
36.7366445150789 -12.4250206231221
-37.2094912259012 -81.1797176414766
-42.1131342396056 21.106636541552
-39.6274743094492 -3.2688318988352
68.1703232805931 -31.5498870735273
-4.58407441470916 105.286016742165
-10.5881880975432 96.8011997670453
-50.4511345408696 -84.0424161484885
-38.1675273041794 -36.237079795659
-8.29826230286175 55.1271620878955
-54.8002428441216 47.7618172501424
-32.2782354418215 -69.5056899501906
-40.6394656221957 -85.24657779287
21.7731599405132 -72.1353442450136
-85.6091629427668 -23.158811427411
-19.7111251643405 38.2195940825416
-99.6987985630169 23.5088019114323
-28.4921618371135 64.8023939617889
-89.0096090080318 -19.8643540640772
-54.5153624937969 -83.4810119222612
-105.728573527322 9.84482796320352
-30.6979537571734 -75.4784253985833
-86.3815678379579 -17.4763939291513
41.0655790106352 -17.9202822180508
51.6006773775417 -3.68595776504987
-39.0804098948873 -1.85692543677535
16.1237714838539 -69.7687387840057
-24.097844834562 64.2730231105731
-98.6050506507354 11.3879667087587
11.9180381694348 -68.492360165062
-39.519648672685 -66.7445443247316
72.2464789510355 -69.6704035292436
67.4889121124063 11.909128833065
-39.8690327822306 -0.52772600666182
-54.9080887229926 24.2910420052838
-48.8095671777085 -81.7976136527358
-36.3503778204837 32.8512380491784
25.4761238604635 -55.0992029401455
16.3957017068556 41.4392078349527
62.9228005175784 7.82899736480996
52.1268833951241 -31.9610127764125
15.2101851228764 -60.3133859892433
0.566186999801297 60.378557329006
-33.5935538862042 35.2332993976839
-18.8744319457325 -35.1569859883674
-39.4050195972007 -74.9579725695356
-26.4279491590355 2.72597203557013
-33.3264169264487 -71.8181124629068
-49.9908829615323 -86.7278844072941
7.50669739906133 -42.9964427720141
0.778387046027848 60.1691370511256
-33.8228788245205 -34.4572837113314
18.1112195523223 38.8110436719928
-47.7875530282399 9.34529646532277
-28.8841413791016 13.4194611314876
1.73317477926648 -10.7249169442831
-15.7865289926791 -38.5813862380595
-28.2158349779593 25.7786189971461
-7.18940403839787 108.588377477755
-25.77363876369 4.35407799317437
-35.4252687568192 -90.8808742882487
-14.5836241790766 20.143512338297
-102.394381690927 6.73550156138759
-24.9003367280415 51.166489750596
-44.2188337238395 8.37614451451856
-45.3589254419763 1.60327735603462
-15.7176682515893 58.8986323362732
-38.8046973126235 -2.26119193779631
64.0445961373262 -15.3321836436119
3.31390133979404 71.9182898662218
-2.47054099221195 56.4308005252412
-2.59807127597107 102.122775354084
64.8348459202799 -35.988418834965
-30.0994475834923 24.0376170467179
-45.8546857995013 34.4750566429993
-53.9728514261191 27.0772190762872
69.6854467051675 -39.6833923833348
72.0146851093621 -29.5834143558081
-13.542261638871 -88.2656506439625
21.6561284597091 21.4865926328129
-0.903300013910137 98.7837506819302
58.1712680050019 -21.370444390407
67.8804003913765 -70.9715358858475
-41.7010715820594 27.1656759799176
-45.8481066655783 34.7014783793039
58.8132077407532 -19.6223804374652
-41.3463062725818 40.210470674139
70.9322812816711 -73.8834726675125
57.2997377881623 -11.2744092421706
6.65011375397662 67.0292387640683
-35.2989520997802 -40.6248291738066
62.9744662817763 73.5460060970509
23.9848306929953 -70.9704376702696
3.61184597893068 34.2911642913096
-53.8344466607087 48.0691433156209
62.2114400761039 -10.7202627673754
-26.1300890252338 27.5294254592154
-35.3759475639727 15.1930008857181
4.82903786765626 43.2634945655289
-33.8208838576877 -33.2075747078222
57.7995629186344 -11.008428307263
1.27430228858713 -65.7266196754193
55.6205624792726 5.30535389960636
-42.319871374063 -70.5207379549229
-16.3285518944925 66.7050344888874
59.4568559610149 77.5479973006463
-36.5027677648327 -87.5697713143358
-34.2827306711506 -32.2052646546791
-19.9651849522861 63.182802856146
-11.4363946273293 -42.0066913503104
2.7359298999006 49.8765645639185
43.8296761506839 -95.8934387863054
-67.6944148588576 -35.5730922179616
-45.9422463977844 -82.21007350983
48.7615477113006 45.6451858644283
-0.669454993701932 44.6574350209265
11.1371179395744 -70.1587345880446
-56.4314479833787 -80.586379367252
-17.9419964640924 58.2732512263192
-24.6721754652593 -5.46200625496176
-42.3054854921132 48.8874842049287
-41.6593716995723 41.3858142202606
45.5948696157995 1.90468320435015
31.4810400671667 -10.5983368008147
-28.4086495116717 58.8419216000669
-37.5105896169024 48.8857280310468
-59.8207903994101 40.0172048444229
45.3425103153055 -96.5023326030544
6.62875588648855 8.33163492038154
24.8530455523178 -67.5449714411144
55.0188943014699 -2.98968296707108
51.2939573857373 -1.43250346080676
-11.7105757294224 -92.1100214119702
-46.3451517915826 -76.7126371691826
6.09390097633364 41.5597576634653
-34.2778608286044 -91.5604470280037
13.8062329653024 23.3809325885083
-13.6535069422883 25.4600005791974
-4.38702368058914 68.9709446150507
3.50477156825948 54.5527537863252
11.0712235622812 58.1105160121068
6.42801867346809 9.43767510371539
66.847020377455 -31.9981926231669
-16.3513543472606 46.0744442989215
74.1820265472194 -69.9910357545841
-17.6023494131728 18.0206263039261
1.28535816805428 99.0570994403052
23.1195402384018 -24.4369488351093
-47.8048589510022 28.1502608489149
47.9097048498503 0.260134218788161
-16.5604823134724 -33.7196424123593
-14.9795131764647 28.8020134100652
81.2176137932395 63.1732112883697
-36.5611940582804 51.8108704276305
-43.7568618406923 37.7822243963491
-51.0770905866391 81.4243570225373
-55.9288602018607 24.2839174591838
-43.4785682091361 -75.8288187267542
-21.6862914191989 37.7397873904546
-47.7107791576601 -82.577028773526
79.5359237383026 -21.8150706972111
-49.8918067337094 8.85490891042901
10.4594654709346 -59.3994958895205
68.4568823807992 -36.5050073903414
-4.76155924910172 47.6734810735389
57.9732893038659 80.9521860272602
16.5638672588475 -54.8010021025483
44.6052800387781 2.50963741909756
18.6981569755333 -64.9248739353215
71.5552467321918 6.01377190497791
72.6932412710092 -71.5650233278488
-60.9391437735968 38.8909958066956
15.8572033881819 -70.3970186574706
2.04306680736108 104.059103848382
-35.3753122919052 2.5386532097466
66.5366572057929 -16.5998216840483
-17.2048113715664 60.5362139861684
4.03447687383177 54.3862664226075
67.7828575383022 -3.00546158300056
-21.2412209679564 -2.19758731017426
2.55808181406209 24.3786977429456
-106.370550935788 11.8329308415728
-73.315398798081 -39.4422196012347
37.0031576140468 -7.68284018547769
13.2270726282579 49.7899119182627
-0.391242067239558 63.148099917107
-5.56624310921313 103.191326742623
6.00963907837185 32.7216549295953
11.9806814624476 -63.1819139524456
-31.5685191787314 -3.79384690572316
71.2635711940658 -75.0745984462093
-7.71717317473931 31.5641932066793
1.46276722146186 18.6476112395391
-15.4971118646117 33.5436222897341
-25.1201222600381 -5.17839676070835
-78.6356238221419 -13.9121354092551
-37.4408608108293 -62.1669307232181
79.3571134367592 31.1635367019218
24.0519008907829 -70.2860503216854
-13.2580298787301 44.135141497168
67.7507723993235 -13.4348691406321
-23.6580130569597 -2.62034001877353
-104.26999303134 12.9764132960531
-15.4308103560946 24.0158539052356
0.114858049326865 62.0730354332997
12.8363666496793 39.7784557141644
-43.6986579600924 -68.5930938865729
-17.3035117391101 38.8286482453516
-54.2443734238753 -83.556029495821
-9.84429159064289 33.1696019873994
14.632910828393 -66.9057282346293
-29.9372874478885 12.8960936867576
74.3566288194133 -70.0637060872938
44.3381504035042 -30.6313969656763
-34.8615381387046 -82.9506106681421
-1.04223797464678 -12.8676569826447
61.2941785406035 13.9611417150065
70.5324781526816 64.2410453519582
74.2737656769605 -16.2098614961151
-32.3308083545296 -77.8319627079305
-22.977813023844 -42.894646485637
-5.07880515784899 101.614124396174
59.6823602907478 13.5336758499105
-12.1977525553404 43.3567333172766
