label,x,y
0,-0.337991115672532,0.0393075518323909
0,-0.285579093065685,-0.0559769945556838
0,-0.349289233248205,0.0877872885123375
0,-0.380187592527708,0.0626823019362173
0,-0.298072176737064,0.128883132462694
0,-0.382115659488213,-0.0264024647410189
0,-0.381434134413224,-0.0151342155631189
0,-0.265912200530071,-0.0760379324500752
0,-0.397554341571188,-0.0886887228469013
0,-0.33800224833096,-0.0308894437743354
0,-0.396264486873479,-0.0924884439813454
0,-0.381444890105557,0.0501777131364392
0,-0.37432307730544,-0.0639231293962127
0,-0.340949351517359,0.0843638272466123
0,-0.36805472400798,0.0787101400667927
0,-0.363181868906648,-0.0741804454275179
0,-0.363808640325587,0.0670514400773966
0,-0.30586907426185,0.0593952990126222
0,-0.334438380014114,-0.000661991874959133
0,-0.372370204204115,-0.110202858882571
0,-0.243616803163672,0.205921180092096
0,-0.326849399086515,0.0521703922822641
0,-0.344830890863508,-0.0425373890842738
0,-0.295956895985689,0.146871233349965
0,-0.339577559796306,0.0767072368984972
0,-0.334885219974663,0.0416655889268513
0,-0.300266382071575,0.145453033531532
0,-0.37196701977749,-0.0402910271009042
0,-0.293187029252526,0.165754759341224
0,-0.350176554303045,0.100493421024725
0,-0.308977580671034,0.179106998663041
0,-0.312217328645923,0.171012287312072
0,-0.329399682269802,0.0658726859775025
0,-0.31079423586629,0.0157909531826637
0,-0.365618689957119,0.0554764626444466
0,-0.338307072879971,0.0390669004609977
0,-0.32155669589963,0.098760122349735
0,-0.281310430697807,-0.00037313648690766
0,-0.312017353330119,0.162205348647063
0,-0.318547077201624,0.116430986266677
0,-0.215109539313886,0.280843351923389
0,-0.23518136407633,0.244999881371365
0,-0.207220928146204,0.295067254767458
0,-0.215469351660964,0.28030187521385
0,-0.312192752885758,0.140540859586585
0,-0.303101049648096,0.196257860321628
0,-0.293609947742601,0.181244973162472
0,-0.275570710511315,-0.0809675307301999
0,-0.175976831426175,-0.253088952116572
0,-0.197556915957003,0.300426768360404
0,-0.305213721517267,0.147017689269343
0,-0.228679379068007,0.234202135055678
0,-0.205523428468183,-0.262409549653165
0,-0.369654910094613,0.0678823656960804
0,-0.180308422804603,-0.119731909269376
0,-0.304830183248163,0.107165577553563
0,-0.177552752963183,0.128583223818269
0,-0.133794317294368,-0.298578567067142
0,-0.216044859002368,0.246750910631249
0,-0.331876740103153,-0.0417907517379212
0,-0.190582964303184,0.252249137486364
0,-0.172385595233216,0.238521508424361
0,-0.187361702697747,0.259496229705474
0,-0.21319185773649,0.232058982225971
0,-0.200315206762962,0.233241347952154
0,-0.210175403075602,0.218409605606465
0,-0.287226992366185,0.196560185137951
0,-0.185600802772633,0.232191495216546
0,-0.201037936063696,0.259142662047692
0,-0.197881651593178,0.256395034985037
0,-0.182539786161519,0.227683319912871
0,-0.153208968595485,0.25032203358937
0,-0.160977772310804,0.22827932385059
0,-0.0862709690279379,0.328018120278698
0,-0.189970355444428,0.259115565709787
0,-0.203475896340339,0.227500007244922
0,-0.187970164457869,0.232300990429559
0,-0.27365161924595,0.195928163867515
0,-0.0786541687418661,0.291483150247329
0,-0.192708461686877,0.217184494102548
0,-0.150429249284417,0.267764386907977
0,-0.140437001489427,0.273997924789046
0,-0.107276879881054,0.297985583263693
0,-0.121095773082777,0.312869508454585
0,-0.168352446137923,0.273175400815839
0,-0.00220335235135956,0.290637073805042
0,-0.106169256470348,0.290117663506843
0,-0.154236374809616,0.257231620494942
0,-0.174464924914007,0.253141003968023
0,-0.0349487979916271,0.281896805716403
0,-0.078771679637364,0.291359659686618
0,-0.102025749687291,0.330694079520743
0,-0.18411132701675,0.289438677591992
0,-0.133737146915956,0.28980233394387
0,-0.181624062479722,0.243258827978837
0,-0.0727224831812495,0.299884429210647
0,-0.178088194732507,0.225301111759953
0,-0.210402205796615,0.247766193160899
0,-0.115075100271587,0.281946391918264
0,0.05760841188687,0.279140549293009
0,0.018562975133046,0.275305119760269
0,-0.0900812378134798,0.332666143878966
0,0.0829542099525077,0.290388182239767
0,-0.0136529764101316,0.273355769241134
0,0.0176085780483894,0.299537152001933
0,-0.0942094748411374,0.301687709248334
0,0.0568186919523807,0.301446825489231
0,-0.0759417507571935,0.296972546384136
0,0.0795572839301799,0.311842631896432
0,0.0617690579465518,0.279773840925854
0,0.150724979055444,0.232228707417541
0,-0.0507558666912739,0.287083586120193
0,-0.162993542023724,0.249016198211183
0,-0.0524803668429575,0.295192048543387
0,0.0233066871369379,0.293677798924021
0,-0.058731821513228,0.27708178387087
0,0.025995221717597,0.230276517271141
0,-0.0711122327141233,0.305889403698522
0,-0.0904338589024716,0.290668924593142
0,-0.0833991165575339,0.303122910037698
0,0.156379493491487,0.253343591467145
0,0.227234080677977,0.212435264667228
0,0.105045351112678,0.262896127161022
0,0.127245159171533,0.286136976455572
0,0.182508725182294,0.301806254908465
0,0.111913764435078,0.309567320459787
0,-0.114601116480741,0.256696339049083
0,0.160422361654389,0.252660461789484
0,0.171248400199635,0.307699250518391
0,0.178499617272361,0.170092198275378
0,0.159112869705104,0.276393248142919
0,0.159039426365095,0.276442362562284
0,0.127423004371543,0.286038675319493
0,0.0909248812673716,0.297395851428001
0,0.094192595236123,0.237607012417345
0,0.14932940465993,0.186732112314654
0,0.0456069810362594,0.286093559570483
0,0.17079892480475,0.307359703760606
0,-0.0306012485060561,0.289985415886508
0,0.0207356054960859,0.272280039127982
0,0.234122200128844,0.237078954635204
0,0.169377157709103,0.240389036368975
0,0.0869448766676354,0.311624714259593
0,0.272665664430085,0.185065120933846
0,0.153136077311342,0.23994020889447
0,0.189944198603406,0.255368024080749
0,0.186922643657522,0.223488017923794
0,0.251942496567361,0.207463847177313
0,0.276212070469436,0.232741371151656
0,0.302499574517723,0.201898847109029
0,0.301089242218638,0.198133370561364
0,0.16592739027667,0.280808750852175
0,0.273323831943495,0.206523322616868
0,0.203591751375613,0.183629899920718
0,0.180220298356859,0.270449926114037
0,0.171334926043211,0.206442981567455
0,0.140890564728884,0.17935421625685
0,0.304208916912866,0.215072098648106
0,0.253552440148624,0.227252342520178
0,0.163915347255855,0.235088765225498
0,0.335552384674719,0.134582072071142
0,0.219553207127384,0.173462958082251
