x,y
181.562076924553,229.435370996947
178.388593751747,259.813935859813
152.963555162708,227.203602569908
137.494045004439,236.437683208199
172.208519079415,209.742686022379
145.05024730538,253.71475859829
143.10345955846,253.688108537595
186.358886916302,264.027894968794
107.99771596292,277.743611921545
172.208077895973,250.548208026184
125.138265870611,281.438034426049
144.446283844575,239.30051000832
160.317485477545,263.380497317453
162.87490658257,226.708902491978
145.453973206673,226.352373962039
162.4212266876,264.67448407833
152.310647681049,237.455983854246
186.830996052307,225.230514056887
162.957925844188,245.287953108518
141.38241181081,286.959386476269
183.841200738837,191.249059456662
167.898135574174,232.169922875908
159.55993543694,256.359274134081
156.903427081995,207.108456588729
151.210585398505,228.977444284813
172.850582395726,232.452817161677
154.003923643365,205.369577100263
154.890296466696,253.056278907703
170.709338182546,201.258369385926
143.610385972675,219.680513083455
162.659786829114,191.569494029798
174.321505825983,200.685937227621
174.371718704801,228.42734585214
180.867747528581,240.585681083905
141.228526364443,236.740196934607
182.491369765493,229.724156081272
150.898954535651,223.664986003709
194.853180242831,241.713475597624
153.236417104964,197.608163829719
157.68161670629,219.427285373837
171.25604860004,99.6382945939124
156.516594978517,133.390040121089
179.207421159431,82.2448295003632
167.649545617046,111.585816369749
158.346133210543,210.842708531563
142.818379357361,170.905785203589
152.164038167202,182.025004352027
197.701782097712,264.215533027089
191.114144302656,324.505020252961
184.722945896974,43.7168673542318
153.239068729324,204.201814899967
170.968689183635,151.152464937744
165.740218736305,339.504696798375
152.823672356011,237.671112443034
204.034447289051,273.184125500969
160.722860941105,219.019822908986
212.844002362543,224.734215292304
194.089956564899,355.745467725196
177.229602835188,155.984524002958
167.743692064617,258.742735834234
209.037717420984,171.773093939862
221.780399528768,198.746265857427
199.845372918743,134.790854645877
194.572866246191,182.045691487618
201.609608404216,187.659156274209
197.899574468316,201.055225008444
155.789806502738,174.35302499638
216.205042385366,202.014844416925
195.052065180539,142.205421327564
191.988952424792,138.072208378395
214.840372878844,197.024640663141
222.032311891112,184.569199131364
215.548396144879,182.381280286891
254.626857447507,107.765226889139
205.358919902454,153.546867324444
193.912692646144,174.93149891163
204.507136398093,181.988557851157
177.2496096714,194.182391462634
238.348072971817,159.02271887504
203.196313541313,195.878107707958
221.788389556598,165.670032385807
225.568503900325,169.597723238966
233.481185459894,161.212435055544
228.442730759881,114.952653167292
206.421937551031,125.188595870259
259.42677303994,158.706496418469
230.460132684895,150.861541209883
222.953988860762,186.492875323755
211.882372433561,165.338768157642
251.711109147932,158.069271361185
238.127330570496,159.76923222449
239.547524594786,124.065780883321
204.155535234215,142.99301709615
221.177954028606,124.505080458095
206.140445054334,163.702368286458
246.076910266324,150.589887674066
216.55958231227,192.684885509612
187.647071321143,167.624607729653
227.303980346207,149.592219354577
274.132471853847,173.436914115518
264.563836211956,169.514567196197
248.957456476894,125.807522686215
279.382397019906,159.894018086038
253.97832475821,168.948868418865
267.577616938526,148.762476006331
238.278675593731,141.751120716895
272.237386021404,152.063988888905
237.732497149865,175.499899941954
278.485999858556,142.456542534474
274.21363908943,170.118319421004
289.131983863517,189.062530627655
245.95087501421,175.168513739396
216.731828591638,175.309118144632
