0,0
1,0
2,1
3,1
4,0
5,2
6,0
7,0
8,1
9,0
10,0
11,0
12,1
13,0
14,2
15,2
16,0
17,0
18,2
19,0
20,1
21,1
22,0
23,0
24,0
25,2
26,0
27,1
28,0
29,1
30,0
31,2
32,0
33,2
34,1
35,0
36,1
37,0
38,1
39,0
40,0
41,1
42,0
43,0
44,2
45,2
46,2
47,2
48,2
49,0
50,0
51,1
52,0
53,1
54,0
55,0
56,0
57,2
58,0
59,2
60,1
61,1
62,0
63,1
64,0
65,1
66,0
67,2
68,1
69,1
70,1
71,0
72,0
73,0
74,2
75,1
76,0
77,2
78,2
79,0
80,2
81,1
82,0
83,0
84,0
85,0
86,2
87,2
88,2
89,2
90,0
91,1
92,1
93,1
94,0
95,0
96,2
97,0
98,0
99,2
100,0
101,0
102,1
103,1
104,0
105,2
106,0
107,1
108,0
109,1
110,0
111,1
112,0
113,1
114,1
115,0
116,2
117,2
118,2
119,1
120,0
121,0
122,1
123,0
124,0
125,1
126,0
127,2
128,1
129,0
130,2
131,2
132,2
133,2
134,2
135,1
136,0
137,2
138,0
139,2
140,1
141,0
142,0
143,1
144,0
145,1
146,1
147,0
148,1
149,0
150,0
151,1
152,0
153,0
154,0
155,0
156,2
157,0
158,1
159,0
160,1
161,1
162,0
163,0
164,2
165,0
166,0
167,0
168,2
169,2
170,0
171,1
172,0
173,0
174,0
175,0
176,0
177,2
178,2
179,0
180,1
181,2
182,2
183,0
184,2
185,2
186,2
187,0
188,0
189,0
190,2
191,2
192,0
193,1
194,0
195,2
196,2
197,2
198,2
199,1
200,0
201,2
202,2
203,2
204,0
205,1
206,0
207,0
208,2
209,1
210,0
211,2
212,2
213,2
214,1
215,0
216,1
217,0
218,1
219,1
220,0
221,1
222,0
223,0
224,1
225,1
226,1
227,0
228,1
229,1
230,0
231,2
232,0
233,2
234,2
235,0
236,0
237,1
238,1
239,1
240,0
241,0
242,0
243,2
244,1
245,0
246,1
247,0
248,2
249,0
250,1
251,0
252,1
253,1
254,0
255,2
256,1
257,0
258,0
259,0
260,0
261,1
262,0
263,0
264,0
265,2
266,2
267,2
268,2
269,1
270,1
271,2
272,2
273,2
274,0
275,2
276,0
277,0
278,2
279,0
280,2
281,2
282,0
283,2
284,0
285,0
286,0
287,1
288,1
289,0
290,0
291,2
292,0
293,2
294,0
295,0
296,1
297,1
298,1
299,1
300,0
301,1
302,0
303,0
304,2
305,0
306,1
307,2
308,2
309,2
310,2
311,2
312,0
313,1
314,0
315,2
316,2
317,2
318,2
319,2
320,2
321,2
322,0
323,2
324,1
325,0
326,1
327,0
328,1
329,0
330,0
331,2
332,1
333,0
334,1
335,2
336,2
337,2
338,0
339,0
340,2
341,1
342,0
343,2
344,0
345,0
346,0
347,2
348,2
349,2
350,0
351,2
352,0
353,0
354,2
355,0
356,1
357,0
358,0
359,0
360,0
361,1
362,0
363,2
364,0
365,2
366,0
367,0
368,0
369,2
370,2
371,2
372,0
373,2
374,2
375,0
376,0
377,0
378,0
379,2
380,0
381,2
382,0
383,2
384,0
385,0
386,2
387,2
388,0
389,2
390,2
391,0
392,0
393,2
394,2
395,2
396,2
397,2
398,0
399,0
400,1
401,1
402,2
403,0
404,1
405,0
406,2
407,0
408,1
409,0
410,1
411,0
412,2
413,2
414,0
415,0
416,0
417,1
418,0
419,1
420,2
421,2
422,0
423,1
424,0
425,0
426,2
427,2
428,2
429,2
430,2
431,2
432,1
433,0
434,0
435,2
436,0
437,1
438,0
439,0
440,2
441,0
442,2
443,2
444,0
445,1
446,0
447,1
448,0
449,2
450,2
451,0
452,1
453,1
454,0
455,0
456,2
457,0
458,1
459,0
460,0
461,1
462,2
463,2
464,2
465,2
466,2
467,0
468,0
469,0
470,1
471,0
472,2
473,1
474,0
475,0
476,0
477,0
478,1
479,0
480,0
481,1
482,0
483,2
484,2
485,2
486,0
487,0
488,0
489,0
490,2
491,1
492,0
493,2
494,2
495,2
496,1
497,0
498,0
499,0
500,1
501,0
502,0
503,0
504,2
505,2
506,0
507,0
508,2
509,0
510,1
511,0
512,2
513,2
514,0
515,0
516,0
517,0
518,2
519,0
520,0
521,1
522,0
523,1
524,2
525,2
526,2
527,0
528,1
529,2
530,2
531,2
532,2
533,0
